Frame;DeltaTime;FPS
Average;0.000895161;1117
0;0.0272942;37
1;0.0011927;838
2;0.0062002;161
3;0.0035196;284
4;0.0026977;371
5;0.0006386;1566
6;0.0028195;355
7;0.0010154;985
8;0.0008897;1124
9;0.0007808;1281
10;0.0007181;1393
11;0.0015826;632
12;0.0011308;884
13;0.0005769;1733
14;0.0009087;1100
15;0.0006841;1462
16;0.0008626;1159
17;0.0007668;1304
18;0.0007321;1366
19;0.0008454;1183
20;0.0025076;399
21;0.0016215;617
22;0.0017037;587
23;0.0010211;979
24;0.0006612;1512
25;0.0007214;1386
26;0.0006827;1465
27;0.0015533;644
28;0.0007666;1304
29;0.0005584;1791
30;0.0016052;623
31;0.0013099;763
32;0.000669;1495
33;0.0006445;1552
34;0.0005447;1836
35;0.00163;613
36;0.0016596;603
37;0.0014875;672
38;0.0011407;877
39;0.0007701;1299
40;0.0006754;1481
41;0.0015152;660
42;0.0013673;731
43;0.0005039;1985
44;0.0004975;2010
45;0.0006892;1451
46;0.0007778;1286
47;0.0007831;1277
48;0.0014027;713
49;0.0019845;504
50;0.0011311;884
51;0.0005924;1688
52;0.0016457;608
53;0.0017741;564
54;0.0009815;1019
55;0.0007804;1281
56;0.0010106;990
57;0.0006165;1622
58;0.0007975;1254
59;0.0011593;863
60;0.0005335;1874
61;0.0004657;2147
62;0.001131;884
63;0.0009884;1012
64;0.0007646;1308
65;0.002098;477
66;0.0015147;660
67;0.0008719;1147
68;0.0006876;1454
69;0.000434;2304
70;0.00049;2041
71;0.0020466;489
72;0.0012234;817
73;0.0005061;1976
74;0.0006526;1532
75;0.0006511;1536
76;0.0008096;1235
77;0.001002;998
78;0.0005989;1670
79;0.0006603;1514
80;0.0009751;1026
81;0.0033206;301
82;0.0010144;986
83;0.0005555;1800
84;0.0006747;1482
85;0.0006499;1539
86;0.0005531;1808
87;0.0005335;1874
88;0.002369;422
89;0.0013141;761
90;0.0006274;1594
91;0.0005587;1790
92;0.0007118;1405
93;0.0010469;955
94;0.00062;1613
95;0.000804;1244
96;0.0013736;728
97;0.00067;1493
98;0.0004911;2036
99;0.0004861;2057
100;0.0006696;1493
101;0.0008905;1123
102;0.0008426;1187
103;0.000833;1200
104;0.0009865;1014
105;0.0006748;1482
106;0.0005863;1706
107;0.0008388;1192
108;0.0016109;621
109;0.00095;1053
110;0.0006884;1453
111;0.0006844;1461
112;0.0007373;1356
113;0.0008113;1233
114;0.0005393;1854
115;0.0007177;1393
116;0.0018078;553
117;0.000746;1340
118;0.000474;2110
119;0.0005892;1697
120;0.0005854;1708
121;0.0008009;1249
122;0.0009823;1018
123;0.0008168;1224
124;0.0007374;1356
125;0.0007521;1330
126;0.0006974;1434
127;0.0006199;1613
128;0.0015467;647
129;0.0009322;1073
130;0.0006823;1466
131;0.0006676;1498
132;0.0008942;1118
133;0.0006223;1607
134;0.0011921;839
135;0.0016108;621
136;0.0007217;1386
137;0.0006198;1613
138;0.0006653;1503
139;0.000494;2024
140;0.0005959;1678
141;0.000553;1808
142;0.0006901;1449
143;0.0007219;1385
144;0.000742;1348
145;0.000654;1529
146;0.0008485;1179
147;0.0007733;1293
148;0.0006592;1517
149;0.0013023;768
150;0.0008077;1238
151;0.0007138;1401
152;0.0007915;1263
153;0.0014912;671
154;0.0008558;1168
155;0.000609;1642
156;0.0005115;1955
157;0.0004248;2354
158;0.0004898;2042
159;0.0011332;882
160;0.0006218;1608
161;0.0005928;1687
162;0.0005721;1748
163;0.0005836;1714
164;0.0007958;1257
165;0.0006179;1618
166;0.0007322;1366
167;0.0007242;1381
168;0.000952;1050
169;0.0006516;1535
170;0.0005785;1729
171;0.0005276;1895
172;0.0013097;764
173;0.0008771;1140
174;0.0005742;1742
175;0.0011474;872
176;0.0009457;1057
177;0.0006962;1436
178;0.0006315;1584
179;0.0006174;1620
180;0.0005682;1760
181;0.0013007;769
182;0.0009225;1084
183;0.0006934;1442
184;0.0005909;1692
185;0.0005399;1852
186;0.0010367;965
187;0.0013514;740
188;0.0012976;771
189;0.0007173;1394
190;0.0008697;1150
191;0.0008443;1184
192;0.0007673;1303
193;0.000571;1751
194;0.0014324;698
195;0.0012631;792
196;0.000541;1848
197;0.0005525;1810
198;0.0005519;1812
199;0.000539;1855
200;0.0004999;2000
201;0.0006485;1542
202;0.0005986;1671
203;0.0007018;1425
204;0.0006993;1430
205;0.0011407;877
206;0.0029045;344
207;0.0033587;298
208;0.0013866;721
209;0.001197;835
210;0.000901;1110
211;0.0010039;996
212;0.0006317;1583
213;0.0005275;1896
214;0.000533;1876
215;0.0006705;1491
216;0.0004241;2358
217;0.0007144;1400
218;0.0008001;1250
219;0.0005974;1674
220;0.0006718;1489
221;0.0008986;1113
222;0.000652;1534
223;0.0005869;1704
224;0.0005694;1756
225;0.0007834;1276
226;0.000798;1253
227;0.0007708;1297
228;0.0008726;1146
229;0.0017429;574
230;0.0017943;557
231;0.0005884;1700
232;0.0006108;1637
233;0.0004916;2034
234;0.0007213;1386
235;0.0007206;1388
236;0.0006613;1512
237;0.0005672;1763
238;0.000568;1761
239;0.0005388;1856
240;0.0005429;1842
241;0.0007429;1346
242;0.00099;1010
243;0.0006258;1598
244;0.0005856;1708
245;0.0006702;1492
246;0.0006769;1477
247;0.0011062;904
248;0.0017319;577
249;0.00149;671
250;0.0005391;1855
251;0.000477;2096
252;0.0004995;2002
253;0.0005548;1802
254;0.0007117;1405
255;0.0006625;1509
256;0.0006386;1566
257;0.0006265;1596
258;0.000681;1468
259;0.0006661;1501
260;0.0007406;1350
261;0.0005571;1795
262;0.0007078;1413
263;0.0007034;1422
264;0.0006451;1550
265;0.0012284;814
266;0.0005352;1868
267;0.0004975;2010
268;0.0008369;1195
269;0.0006601;1515
270;0.0013574;737
271;0.0014561;687
272;0.0006694;1494
273;0.0005449;1835
274;0.0005941;1683
275;0.0009991;1001
276;0.0004681;2136
277;0.0005621;1779
278;0.0010022;998
279;0.0006924;1444
280;0.0005873;1703
281;0.0005101;1960
282;0.000515;1942
283;0.0006951;1439
284;0.0006888;1452
285;0.0006551;1526
286;0.0006809;1469
287;0.0006781;1475
288;0.000813;1230
289;0.0006745;1483
290;0.0006913;1447
291;0.0017505;571
292;0.0010892;918
293;0.0006299;1588
294;0.0005636;1774
295;0.0005589;1789
296;0.0005163;1937
297;0.000525;1905
298;0.0004624;2163
299;0.0005406;1850
300;0.0006855;1459
301;0.0006731;1486
302;0.0010797;926
303;0.000568;1761
304;0.0005401;1852
305;0.000439;2278
306;0.0006886;1452
307;0.0008409;1189
308;0.0005196;1925
309;0.0005649;1770
310;0.0006119;1634
311;0.0008272;1209
312;0.0025153;398
313;0.0012388;807
314;0.0008483;1179
315;0.0004631;2159
316;0.0004271;2341
317;0.0009446;1059
318;0.0005719;1749
319;0.0005722;1748
320;0.0005054;1979
321;0.0004838;2067
322;0.0005011;1996
323;0.0006742;1483
324;0.0006398;1563
325;0.0007218;1385
326;0.0007128;1403
327;0.0006362;1572
328;0.0005633;1775
