Frame;DeltaTime;FPS
0;0.0652399;15
1;0.0070268;142
2;0.0074455;134
3;0.0088167;113
4;0.0012864;777
5;0.0011486;871
6;0.0026931;371
7;0.001139;878
8;0.0019658;509
9;0.0018012;555
10;0.002873;348
11;0.0014765;677
12;0.0012612;793
13;0.0016804;595
14;0.0012172;822
15;0.0010584;945
16;0.0012305;813
17;0.001113;898
18;0.0011418;876
19;0.0023774;421
20;0.0014705;680
21;0.002118;472
22;0.0024868;402
23;0.0016032;624
24;0.0012803;781
25;0.001495;669
26;0.0012972;771
27;0.0010843;922
28;0.0018956;528
29;0.0016398;610
30;0.0013938;717
31;0.0024427;409
32;0.0018281;547
33;0.001162;861
34;0.0011668;857
35;0.0011725;853
36;0.0013353;749
37;0.0010645;939
38;0.0011623;860
39;0.0013334;750
40;0.0012742;785
41;0.0012649;791
42;0.0014994;667
43;0.0031281;320
44;0.0018195;550
45;0.0013553;738
46;0.0011188;894
47;0.0011091;902
48;0.0013356;749
49;0.0015159;660
50;0.0014441;692
51;0.0011842;844
52;0.0011947;837
53;0.0011402;877
54;0.0026176;382
55;0.001799;556
56;0.0013407;746
57;0.0011667;857
58;0.0011608;861
59;0.0012072;828
60;0.0013433;744
61;0.001288;776
62;0.0011822;846
63;0.0014982;667
64;0.0011849;844
65;0.0011996;834
66;0.0022021;454
67;0.0013884;720
68;0.0016353;612
69;0.0011473;872
70;0.0012047;830
71;0.0031137;321
72;0.0015553;643
73;0.0012744;785
74;0.0014916;670
75;0.0014646;683
76;0.0030353;329
77;0.0019371;516
78;0.0014516;689
79;0.0016901;592
80;0.0015758;635
81;0.0016647;601
82;0.0015289;654
83;0.0017477;572
84;0.0016962;590
85;0.0019316;518
86;0.0015102;662
87;0.0022101;452
88;0.0014821;675
89;0.0026887;372
90;0.0011093;901
91;0.0014247;702
92;0.0015491;646
93;0.0017741;564
94;0.0016865;593
95;0.0014463;691
96;0.0016515;606
97;0.0015979;626
98;0.0015099;662
99;0.0019411;515
100;0.0012801;781
