Frame;DeltaTime;FPS
0;0.0290992;34
1;0.0035846;279
2;0.0025885;386
3;0.0023068;434
4;0.0005799;1724
5;0.0038654;259
6;0.0020178;496
7;0.0005379;1859
8;0.0004949;2021
9;0.0004365;2291
10;0.0007062;1416
11;0.0009252;1081
12;0.0008306;1204
13;0.0009597;1042
14;0.0006974;1434
15;0.0006194;1614
16;0.0006702;1492
17;0.001649;606
18;0.000694;1441
19;0.0005588;1790
20;0.0007442;1344
21;0.0010773;928
22;0.0015157;660
23;0.0012606;793
24;0.0009944;1006
25;0.0009339;1071
26;0.0007319;1366
27;0.0007356;1359
28;0.0006024;1660
29;0.0005435;1840
30;0.0005266;1899
31;0.0004828;2071
32;0.0007257;1378
33;0.0008878;1126
34;0.0006082;1644
35;0.0007694;1300
36;0.0009712;1030
37;0.0007604;1315
38;0.000671;1490
39;0.0008483;1179
40;0.0024521;408
41;0.0017376;576
42;0.0009514;1051
43;0.0006471;1545
44;0.0004625;2162
45;0.0008095;1235
46;0.0009515;1051
47;0.0006052;1652
48;0.0005661;1766
49;0.0005851;1709
50;0.0009849;1015
51;0.0007517;1330
52;0.0006089;1642
53;0.0005766;1734
54;0.0008054;1242
55;0.0009042;1106
56;0.0008864;1128
57;0.0008106;1234
58;0.0005107;1958
59;0.0004396;2275
60;0.000928;1078
61;0.0033778;296
62;0.0012687;788
63;0.001029;972
64;0.0006182;1618
65;0.0004502;2221
66;0.000644;1553
67;0.0006749;1482
68;0.0009377;1066
69;0.0005742;1742
70;0.000547;1828
71;0.0004209;2376
72;0.0007576;1320
73;0.0006807;1469
74;0.0006181;1618
75;0.0006715;1489
76;0.0006472;1545
77;0.000628;1592
78;0.0007765;1288
79;0.0009197;1087
80;0.0014904;671
81;0.0013817;724
82;0.000702;1425
83;0.0009595;1042
84;0.0010603;943
85;0.001006;994
86;0.0009457;1057
87;0.0007595;1317
88;0.0008405;1190
89;0.0007083;1412
90;0.0007048;1419
91;0.0008067;1240
92;0.0008142;1228
93;0.0007047;1419
94;0.0006875;1455
95;0.0011942;837
96;0.0005624;1778
97;0.0005614;1781
98;0.0029736;336
99;0.0012929;773
100;0.000536;1866
101;0.0005404;1850
102;0.0004489;2228
103;0.0004279;2337
104;0.0004889;2045
105;0.0006718;1489
106;0.0007355;1360
107;0.000703;1422
108;0.0009688;1032
109;0.0008052;1242
110;0.0006481;1543
111;0.0003975;2516
112;0.00047;2128
113;0.0005725;1747
114;0.0008652;1156
115;0.0005514;1814
116;0.0005577;1793
117;0.0006335;1579
118;0.0014774;677
119;0.0011402;877
120;0.0006996;1429
121;0.0007026;1423
122;0.000561;1783
123;0.000728;1374
124;0.000949;1054
125;0.0006982;1432
126;0.0013173;759
127;0.0006158;1624
128;0.00051;1961
129;0.0004768;2097
130;0.0006691;1495
131;0.0005554;1801
132;0.0005629;1777
133;0.0005813;1720
134;0.0006065;1649
135;0.0006617;1511
136;0.0006652;1503
137;0.0006789;1473
138;0.0005764;1735
139;0.0016175;618
140;0.0010782;927
141;0.0006281;1592
142;0.0007403;1351
143;0.0008546;1170
144;0.0006634;1507
145;0.0006861;1458
146;0.000743;1346
147;0.0005622;1779
148;0.0004942;2023
149;0.0005012;1995
150;0.0004363;2292
151;0.0004585;2181
152;0.0004813;2078
153;0.0005847;1710
154;0.0005774;1732
155;0.0009449;1058
156;0.0006026;1659
157;0.0006125;1633
158;0.0004525;2210
159;0.0004482;2231
160;0.0005992;1669
161;0.0006249;1600
162;0.0006346;1576
163;0.0005745;1741
164;0.0014422;693
165;0.0006619;1511
166;0.0005647;1771
167;0.0005096;1962
168;0.0004938;2025
169;0.0004512;2216
170;0.001126;888
171;0.0008643;1157
172;0.0007229;1383
173;0.0005425;1843
174;0.0007177;1393
175;0.0006643;1505
176;0.0004978;2009
177;0.0004698;2129
178;0.0004911;2036
179;0.0004327;2311
180;0.0006322;1582
181;0.0006341;1577
182;0.0006249;1600
183;0.0005693;1757
184;0.0005545;1803
185;0.0006454;1549
186;0.0005997;1668
187;0.0005482;1824
188;0.000625;1600
189;0.0013771;726
